EffectiveThreadNum,GenNum,Gen_Rate[1/us],Avg_Gen_Time[us],Tile_Rate[1/us],Avg_Tile_Time[us],Total_Time[us]
3,100,0.000279091,3583.06,0.00167455,574.038,358306
4,100,0.00032916,3038.04,0.00263328,375.111,303804
5,100,0.000303255,3297.56,0.00303255,324.202,329756
6,100,0.000334377,2990.64,0.00401252,245.155,299064
7,100,0.000302731,3303.26,0.00423824,232.286,330326
8,100,0.000353025,2832.66,0.0056484,172.031,283266
9,100,0.000322644,3099.39,0.00580759,168.853,309939
10,100,0.000325201,3075.02,0.00650402,150.655,307502
11,100,0.000325249,3074.57,0.00715547,137.115,307457
12,100,0.000367092,2724.11,0.00881022,111.233,272411
13,100,0.000348483,2869.58,0.00906056,108.209,286958
14,100,0.00035487,2817.93,0.00993637,98.4764,281793
15,100,0.00031807,3143.96,0.00954211,102.461,314396
16,100,0.000315229,3172.3,0.0100873,96.9753,317230
17,100,0.000366783,2726.41,0.0124706,77.8432,272641
18,100,0.000305077,3277.86,0.0109828,88.4964,327786
19,100,0.000309935,3226.48,0.0117775,82.5366,322648
20,100,0.000309932,3226.51,0.0123973,78.7127,322651
21,100,0.00029435,3397.32,0.0123627,78.4148,339732
22,100,0.000284986,3508.95,0.0125394,73.3032,350895
23,100,0.000253687,3941.86,0.0116696,78.4678,394186
24,100,0.000287416,3479.28,0.013796,70.3023,347928
25,100,0.00031949,3129.99,0.0159745,60.7142,312999
26,100,0.000349018,2865.18,0.0181489,53.0642,286518
27,100,0.000352868,2833.92,0.0190549,50.1576,283392
28,100,0.000319951,3125.48,0.0179172,53.9177,312548
29,100,0.000287082,3483.32,0.0166508,57.8497,348332
30,100,0.000255745,3910.15,0.0153447,62.9347,391015
31,100,0.00028209,3544.97,0.0174896,54.8705,354497
32,100,0.000277918,3598.19,0.0177867,54.0186,359819
33,100,0.000324244,3084.1,0.0214001,44.8148,308410
34,100,0.0003628,2756.34,0.0246704,39.0197,275634
35,100,0.000313545,3189.33,0.0219482,43.9349,318933
36,100,0.000389182,2569.49,0.0280211,34.2782,256949
37,100,0.000297301,3363.6,0.0220002,41.4809,336360
38,100,0.000277096,3608.86,0.0210593,45.8028,360886
39,100,0.000336022,2976,0.0262097,35.9486,297600
40,100,0.00027899,3584.36,0.0223192,42.9974,358436
41,100,0.000263462,3795.61,0.0216039,43.778,379561
42,100,0.000276268,3619.68,0.0232065,41.4329,361968
43,100,0.000268478,3724.7,0.0230891,41.1612,372470
44,100,0.000335109,2984.1,0.0294896,32.0792,298410
45,100,0.000263464,3795.58,0.0237118,39.7076,379558
46,100,0.000286266,3493.25,0.0263365,35.8657,349325
47,100,0.000269783,3706.68,0.0253596,37.3495,370668
48,100,0.000256806,3893.99,0.0246534,38.7831,389399
49,100,0.000312213,3202.94,0.0305969,30.9881,320294
50,100,0.000257588,3882.17,0.0257588,36.8981,388217
51,100,0.000297289,3363.73,0.0303235,30.2088,336373
52,100,0.000274768,3639.44,0.0285758,33.2356,363944
53,100,0.000273965,3650.1,0.0290403,32.1922,365010
54,100,0.000304793,3280.91,0.0329177,28.801,328091
55,100,0.000334349,2990.89,0.0367784,25.4194,299089
56,100,0.000316464,3159.92,0.0354439,26.6245,315992
57,100,0.000309056,3235.66,0.0352324,26.5593,323566
58,100,0.000238926,4185.39,0.0277155,33.9491,418539
59,100,0.000341324,2929.77,0.0402762,23.258,292977
60,100,0.000302267,3308.33,0.0362721,25.8813,330833
61,100,0.000279683,3575.48,0.0341213,27.7384,357548
62,100,0.000274502,3642.96,0.0340383,27.3923,364296
63,100,0.000285413,3503.69,0.0359621,25.2475,350369
64,100,0.000275396,3631.13,0.0352507,26.7576,363113
64,100,0.00031285,3196.42,0.0400448,23.3115,319642
64,100,0.000267083,3744.16,0.0341866,27.6361,374416
64,100,0.000270904,3691.34,0.0346758,27.2408,369134
64,100,0.000260418,3839.98,0.0333335,28.1116,383998
64,100,0.000274452,3643.63,0.0351298,26.4267,364363
64,100,0.000257809,3878.84,0.0329996,28.5736,387884
64,100,0.00026196,3817.37,0.0335309,28.0976,381737
64,100,0.000289038,3459.75,0.0369969,25.0285,345975
64,100,0.000272932,3663.91,0.0349354,26.7989,366391
64,100,0.00033491,2985.88,0.0428684,21.8569,298588
64,100,0.000284861,3510.48,0.0364623,25.4205,351048
64,100,0.000261733,3820.69,0.0335018,27.2077,382069
64,100,0.000287168,3482.28,0.0367575,25.5421,348228
64,100,0.000322558,3100.22,0.0412874,22.6638,310022
64,100,0.000287279,3480.94,0.0367717,25.6561,348094
64,100,0.000302084,3310.34,0.0386667,24.1638,331034
64,100,0.000315173,3172.86,0.0403422,23.2436,317286
64,100,0.00030027,3330.34,0.0384345,24.4288,333034
64,100,0.000305565,3272.63,0.0391123,23.6202,327263
64,100,0.000345509,2894.28,0.0442252,21.1509,289428
64,100,0.000269849,3705.78,0.0345406,27.3312,370578
64,100,0.00028434,3516.92,0.0363955,25.8442,351692
64,100,0.000329748,3032.62,0.0422077,22.2185,303262
64,100,0.000289372,3455.76,0.0370396,25.2791,345576
64,100,0.000293376,3408.6,0.0375521,24.5234,340860
64,100,0.000286341,3492.34,0.0366516,25.0746,349234
64,100,0.000334012,2993.9,0.0427536,21.7827,299390
64,100,0.000258953,3861.7,0.033146,28.5174,386170
64,100,0.000275899,3624.51,0.0353151,26.3248,362451
64,100,0.000272997,3663.04,0.0349437,26.4647,366304
64,100,0.000254601,3927.72,0.0325889,28.7429,392772
64,100,0.000280407,3566.24,0.0358921,24.1737,356624
64,100,0.000370366,2700.03,0.0474069,18.6485,270003
64,100,0.000397521,2515.59,0.0508827,18.2188,251559
64,100,0.000353056,2832.41,0.0451912,20.2332,283241
64,100,0.000408382,2448.69,0.0522728,17.7002,244869
