EffectiveThreadNum,GenNum,Gen_Rate[1/us],Avg_Gen_Time[us],Tile_Rate[1/us],Avg_Tile_Time[us],Total_Time[us]
20,100,0.00216324,462.27,0.0865295,8.26725,46227
1,100,0.000303653,3293.23,0.000607307,1624.52,329323
2,100,0.000427943,2336.76,0.00171177,576.62,233676
3,100,0.00040295,2481.7,0.0024177,408.33,248170
4,100,0.000415813,2404.93,0.0033265,296.465,240493
5,100,0.00027348,3656.58,0.0027348,318.556,365658
6,100,0.000305366,3274.76,0.00366439,255.012,327476
7,100,0.000403317,2479.44,0.00564644,174.336,247944
8,100,0.00032007,3124.32,0.00512111,182.693,312432
9,100,0.000393837,2539.12,0.00708907,133.911,253912
10,100,0.000380947,2625.04,0.00761893,124.758,262504
11,100,0.000408422,2448.45,0.00898528,108.736,244845
12,100,0.000413391,2419.02,0.00992137,98.3204,241902
13,100,0.000439802,2273.75,0.0114349,84.8008,227375
14,100,0.000389284,2568.82,0.0108999,82.6632,256882
15,100,0.000342813,2917.04,0.0102844,92.8507,291704
16,100,0.000327285,3055.44,0.0104731,92.7584,305544
17,100,0.000428826,2331.95,0.0145801,66.2635,233195
18,100,0.000315229,3172.3,0.0113482,82.1986,317230
19,100,0.000303909,3290.46,0.0115485,83.8318,329046
20,100,0.000213103,4692.56,0.00852413,112.257,469256
21,100,0.000209793,4766.61,0.00881129,107.547,476661
22,100,0.000251505,3976.07,0.0110662,87.4845,397607
23,100,0.000327182,3056.4,0.0150504,64.027,305640
24,100,0.00038397,2604.37,0.0184306,52.1475,260437
25,100,0.000216477,4619.42,0.0108239,88.8452,461942
26,100,0.00020267,4934.14,0.0105388,89.1619,493414
27,100,0.000341429,2928.87,0.0184371,52.3722,292887
28,100,0.000391321,2555.45,0.0219139,42.8639,255545
29,100,0.000313758,3187.17,0.018198,52.7948,318717
30,100,0.000384236,2602.57,0.0230541,41.5987,260257
31,100,0.000355623,2811.97,0.0220486,42.7679,281197
32,100,0.000382104,2617.09,0.0244546,39.1956,261709
33,100,0.000240946,4150.3,0.0159025,53.1055,415030
34,100,0.000415574,2406.31,0.028259,33.5184,240631
35,100,0.000430098,2325.05,0.0301069,31.7131,232505
36,100,0.000331766,3014.17,0.0238872,37.6304,301417
37,100,0.000419651,2382.93,0.0310542,29.9969,238293
38,100,0.000394249,2536.47,0.0299629,30.8345,253647
39,100,0.000406663,2459.04,0.0317197,29.9208,245904
40,100,0.0004128,2422.48,0.033024,28.7431,242248
41,100,0.000362799,2756.35,0.0297495,31.5044,275635
42,100,0.000309636,3229.6,0.0260094,33.3396,322960
43,100,0.000426752,2343.28,0.0367007,25.8042,234328
44,100,0.00040747,2454.17,0.0358573,26.0657,245417
45,100,0.000304664,3282.3,0.0274198,34.5008,328230
46,100,0.000416809,2399.18,0.0383464,24.2661,239918
47,100,0.000346118,2889.19,0.0325351,27.5485,288919
48,100,0.000305784,3270.28,0.0293553,29.7398,327028
49,100,0.000371703,2690.32,0.0364269,24.1481,269032
50,100,0.000352245,2838.93,0.0352245,24.1342,283893
51,100,0.000277249,3606.86,0.0282794,29.583,360686
52,100,0.000313217,3192.67,0.0325746,26.1766,319267
53,100,0.000310926,3216.2,0.0329581,25.9002,321620
54,100,0.000403703,2477.07,0.0435999,21.4463,247707
55,100,0.000392406,2548.38,0.0431647,21.4114,254838
56,100,0.00027823,3594.15,0.0311617,26.702,359415
57,100,0.000278006,3597.05,0.0316926,27.2261,359705
58,100,0.000352455,2837.24,0.0408848,22.3528,283724
59,100,0.000326388,3063.84,0.0385138,22.4098,306384
60,100,0.000358965,2785.79,0.0430758,21.5724,278579
61,100,0.000326692,3060.99,0.0398564,21.6325,306099
62,100,0.000294059,3400.68,0.0364633,22.6819,340068
63,100,0.000403897,2475.88,0.050891,18.3552,247588
64,100,0.000389391,2568.11,0.0498421,18.3782,256811
64,100,0.000339229,2947.86,0.0434213,21.532,294786
64,100,0.000399407,2503.71,0.0511241,17.973,250371
64,100,0.000291085,3435.42,0.0372589,23.8459,343542
64,100,0.000374792,2668.15,0.0479733,19.3561,266815
64,100,0.000423637,2360.51,0.0542256,17.148,236051
64,100,0.000391489,2554.35,0.0501106,17.8836,255435
64,100,0.000385761,2592.28,0.0493774,18.0897,259228
64,100,0.00033781,2960.24,0.0432397,20.445,296024
64,100,0.00026745,3739.01,0.0342337,24.7207,373901
64,100,0.000409286,2443.28,0.0523886,17.0103,244328
64,100,0.000306327,3264.49,0.0392098,23.5799,326449
64,100,0.000375573,2662.6,0.0480733,19.2773,266260
64,100,0.000431343,2318.34,0.0552119,16.8119,231834
64,100,0.000402275,2485.86,0.0514912,18.1144,248586
64,100,0.000339177,2948.31,0.0434147,21.2518,294831
64,100,0.000421706,2371.32,0.0539784,17.1939,237132
64,100,0.000383759,2605.8,0.0491212,18.8746,260580
64,100,0.000349157,2864.04,0.0446921,20.4428,286404
64,100,0.000355741,2811.03,0.0455349,20.3287,281103
64,100,0.000399672,2502.05,0.0511581,18.2098,250205
64,100,0.000389774,2565.59,0.0498911,18.5507,256559
64,100,0.00038446,2601.05,0.0492109,18.9163,260105
64,100,0.000317621,3148.41,0.0406554,22.8857,314841
64,100,0.000420419,2378.58,0.0538136,17.2659,237858
64,100,0.000461014,2169.13,0.0590098,15.6115,216913
64,100,0.000417049,2397.8,0.0533823,17.3873,239780
64,100,0.000479969,2083.47,0.061436,15.0481,208347
64,100,0.000372955,2681.29,0.0477382,19.4493,268129
64,100,0.000350781,2850.78,0.0449,20.7745,285078
64,100,0.000378591,2641.37,0.0484597,18.753,264137
64,100,0.000316666,3157.9,0.0405333,22.3203,315790
64,100,0.000389285,2568.81,0.0498285,18.1501,256881
64,100,0.000275864,3624.97,0.0353106,23.554,362497
64,100,0.000390642,2559.89,0.0500021,18.5867,255989
64,100,0.000350811,2850.54,0.0449038,20.3566,285054
64,100,0.000369797,2704.19,0.047334,19.6411,270419
